peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
76.3,1.7,V,23,0,0,0,12,12,0,N,1,4,3
87.8,1.81,V,27,0,0,2,5,4,0,N,1,1,1
51.37,1.64,M,39,0,9,2,11,9,3,N,1,2,1
70,1.67,V,31,0,0,0,5,0,0,N,0,2,2
47.82,1.63,M,46,110,0,0,14,0,0,N,2,3,2
75.85,1.62,M,20,0,0,0,0,11,0,N,1,2,1
61.94,1.59,M,38,0,0,0,17,3,0,N,0,1,1
68.5,1.62,M,45,0,3,1,5,8,0,S,0,0,1
70,1.67,V,20,0,2,1,0,0,0,N,1,1,2
66.7,1.65,M,42,0,0,1,0,0,0,N,1,3,4
63.38,1.66,M,47,0,5,1,18,12,0,N,2,3,4
58.32,1.8,V,49,100,8,0,0,0,0,N,2,4,4
55.12,1.75,V,60,210,0,2,0,3,0,N,3,4,4
45.51,1.59,M,18,20,0,2,5,0,0,N,1,3,4
50.8,1.68,M,43,120,4,0,4,0,0,N,2,1,0
55.76,1.76,V,48,70,0,0,6,2,0,N,2,2,2
96.17,1.85,V,44,0,2,5,2,11,1,N,1,1,2
77.38,1.77,V,40,0,0,2,0,0,0,N,3,4,4
61.43,1.61,M,19,0,1,0,0,0,0,N,2,3,2
58.97,1.81,V,40,20,0,2,0,0,1,N,3,3,2
78.09,1.67,M,54,0,4,3,7,9,0,N,0,0,0
67.57,1.82,V,67,0,9,1,3,0,0,N,2,3,4
76.38,1.64,M,30,0,0,7,0,2,0,N,0,2,2
89.05,1.72,V,66,0,0,5,2,9,0,N,1,1,1
63.38,1.66,M,26,0,0,0,2,4,1,S,4,4,4
80.24,1.75,V,56,0,0,4,0,0,0,N,1,3,3
73.51,1.78,V,56,0,0,0,2,2,0,N,1,1,0
87.41,1.77,V,34,0,1,1,8,14,0,N,2,2,1
59.52,1.66,M,50,0,11,3,15,17,0,N,3,3,3
81.95,1.72,V,44,0,0,8,0,1,0,N,1,1,1
71.77,1.79,V,51,0,4,0,0,1,0,N,1,3,2
44.37,1.57,M,37,60,0,0,0,0,0,N,0,0,0
78.09,1.75,M,44,0,0,3,4,0,0,N,1,2,4
59.25,1.63,M,33,0,3,3,19,12,2,N,1,3,3
86.82,1.81,V,41,0,0,11,0,12,2,N,3,3,3
44.94,1.58,M,40,0,0,0,0,0,5,N,2,4,4
59.62,1.61,V,51,0,2,2,4,0,0,N,1,2,2
65.07,1.57,M,30,0,0,0,0,0,0,N,1,1,1
55.12,1.75,V,51,110,0,0,17,3,3,N,1,3,2
75.4,1.69,V,56,0,0,3,0,7,0,N,3,4,3
65.7,1.74,V,66,0,9,0,20,14,2,N,0,0,1
77.32,1.81,V,54,0,0,0,9,0,0,N,1,1,1
68.89,1.67,M,18,0,6,0,25,17,0,N,2,3,2
59.84,1.62,M,74,0,9,3,6,11,0,S,2,3,2
57.03,1.78,V,55,30,1,3,14,0,0,N,1,3,3
47.24,1.62,M,24,20,2,3,10,8,0,N,1,3,3
52.63,1.71,M,50,20,5,4,0,0,0,N,1,2,4
74.83,1.69,M,44,0,0,0,0,0,0,N,0,1,2
71.95,1.67,M,41,0,0,0,2,0,0,N,0,1,1
71.95,1.67,M,36,0,1,4,4,3,0,N,1,3,3
82.4,1.76,V,18,0,0,0,20,13,0,N,1,4,4
58.15,1.59,M,67,0,7,2,0,8,0,N,0,2,3
67.75,1.63,M,27,0,5,0,15,10,0,S,0,1,1
67.24,1.66,M,18,0,3,1,10,6,0,N,1,2,3
68.61,1.67,V,37,0,0,2,8,0,0,N,2,1,3
47.76,1.62,M,32,10,0,2,25,14,2,N,1,1,3
52.63,1.71,M,18,90,0,0,18,10,0,N,1,2,1
53.27,1.67,M,45,0,10,0,8,4,0,N,3,4,3
76.97,1.67,M,59,0,0,0,5,6,0,N,0,2,3
70.91,1.6,M,58,0,0,0,6,3,0,N,0,1,1
84.59,1.77,V,40,0,0,0,19,3,0,N,1,0,0
70.78,1.65,M,30,0,3,1,3,9,0,N,0,2,2
80.21,1.73,M,33,0,2,0,20,12,0,N,0,1,1
47.82,1.63,M,33,140,4,0,23,13,0,N,3,4,2
84.17,1.74,V,50,0,0,6,14,8,0,N,0,1,1
64.56,1.63,M,51,0,1,4,13,6,0,N,0,2,2
78.95,1.71,M,35,0,0,1,21,9,0,N,2,2,2
59.25,1.66,M,48,0,0,0,9,9,4,N,2,2,3
54.6,1.64,V,58,0,9,0,0,0,0,N,0,2,1
49.34,1.62,M,18,0,22,4,6,10,0,N,0,0,0
49.6,1.66,M,46,30,0,1,12,6,0,N,2,3,3
68.55,1.69,M,55,0,0,2,1,0,0,N,2,4,4
50.2,1.67,M,18,70,0,0,0,2,0,N,1,2,1
70.31,1.8,V,52,0,9,3,21,6,1,N,1,1,1
73.48,1.62,M,54,0,1,5,0,4,0,N,0,1,1
57.21,1.62,M,31,0,0,0,0,2,0,N,3,3,2
75.31,1.64,M,37,0,0,3,20,6,0,N,0,1,1
44.94,1.58,M,18,110,13,0,14,8,0,N,2,4,2
52.02,1.7,M,54,170,0,0,26,2,0,N,0,1,2
52.02,1.7,M,45,20,19,0,4,0,0,N,0,1,2
53.87,1.73,V,26,70,0,3,0,4,0,N,1,4,3
56.21,1.64,M,47,0,8,3,0,0,0,N,1,2,2
88.51,1.75,M,42,0,0,0,0,9,0,N,0,1,0
66.26,1.69,V,38,0,0,1,8,0,0,N,1,3,3
56.39,1.77,M,32,20,0,0,19,17,0,N,3,4,4
73.24,1.65,M,49,0,0,7,1,0,0,N,1,3,2
70.41,1.72,V,54,0,0,4,6,0,0,S,2,4,3
81.65,1.72,V,29,0,0,2,6,0,0,N,0,1,0
74.77,1.78,V,74,0,0,2,0,2,1,N,2,3,2
92.34,1.8,V,29,0,0,5,7,7,0,N,0,1,1
52.02,1.7,V,37,80,2,0,16,11,0,N,2,1,2
58.97,1.81,V,21,30,0,4,0,7,0,N,1,2,3
70.84,1.68,M,65,0,0,0,9,3,0,N,2,1,1
50.2,1.67,V,32,50,0,5,0,2,0,N,2,2,2
71.15,1.74,V,49,0,4,3,16,7,0,N,0,0,0
58.32,1.8,V,37,0,18,0,23,12,3,N,2,4,3
67.18,1.62,M,20,0,4,0,18,9,0,N,1,1,1
53.87,1.73,V,23,110,10,0,11,4,6,N,1,2,1
64.2,1.72,M,49,0,8,6,0,0,0,N,2,4,3
81.87,1.71,V,55,0,1,7,7,8,0,N,0,2,1
50.2,1.67,M,35,90,11,4,0,0,0,N,2,3,4
77.13,1.76,V,43,0,3,1,3,4,0,N,2,4,3
51.59,1.56,M,38,0,12,0,7,0,0,N,0,1,2
93.09,1.85,V,53,0,0,0,11,12,0,N,0,1,0
78.37,1.76,V,46,0,3,2,8,4,0,N,0,3,3
55.12,1.75,V,21,0,17,4,3,6,10,N,2,4,4
71.33,1.65,V,59,0,0,0,0,0,0,N,1,1,2
58.48,1.71,V,33,0,9,3,12,1,0,S,2,4,4
74.88,1.77,V,20,0,10,9,0,0,0,N,0,2,2
50.65,1.62,M,63,0,14,1,17,9,0,N,0,2,3
66.7,1.64,M,47,0,1,0,0,3,0,N,0,1,2
52.02,1.7,V,41,30,12,0,1,0,0,N,1,0,0
75.14,1.7,V,48,0,0,1,0,3,0,N,0,2,2
79.32,1.74,V,32,0,0,3,5,2,0,N,0,2,2
68.81,1.63,M,50,0,0,2,3,6,0,N,2,4,4
74.85,1.7,V,42,0,0,2,14,10,0,N,0,2,4
46.66,1.61,M,53,60,8,5,0,0,11,N,1,2,1
66.27,1.72,M,36,0,1,0,8,13,3,N,0,2,2
49,1.65,V,65,70,0,3,0,2,0,N,1,0,0
80.24,1.75,V,39,0,0,2,0,4,0,N,2,2,2
69.15,1.68,V,69,0,0,2,9,5,1,N,0,1,1
73.85,1.66,M,71,0,0,1,22,12,0,N,2,3,3
75.74,1.72,V,37,0,0,0,2,0,0,N,1,1,0
60.55,1.74,V,47,0,11,0,19,12,0,N,2,4,4
55.12,1.75,V,27,150,0,1,3,0,0,N,0,0,1
87.41,1.77,V,53,0,0,0,20,19,0,N,2,4,4
75.02,1.67,M,36,0,0,2,0,4,0,N,0,1,0
48.68,1.64,M,75,0,10,1,9,0,0,N,1,2,2
75.82,1.77,V,30,0,10,1,17,18,0,N,0,2,2
58.32,1.8,V,28,60,1,4,7,3,0,N,1,1,2
46.68,1.58,M,44,0,14,0,8,3,0,N,1,1,1
79.11,1.69,M,47,0,0,0,30,21,0,N,4,4,4
88.35,1.77,V,39,0,0,9,0,2,0,N,1,3,2
79.83,1.71,M,45,0,0,8,0,1,0,N,0,0,0
75.19,1.77,V,23,0,0,0,0,5,0,N,1,3,2
53.87,1.73,M,34,40,25,0,20,17,0,N,2,3,2
50.2,1.67,V,41,70,0,0,4,12,1,N,0,0,0
53.25,1.72,M,35,150,4,0,10,0,0,N,1,2,3
68.06,1.65,V,24,0,0,0,15,4,0,N,1,4,3
63.75,1.73,M,60,0,7,2,0,0,0,N,2,2,3
68.46,1.76,M,23,0,0,0,10,0,0,N,2,4,3
81.65,1.72,V,42,0,0,5,3,7,0,S,2,3,2
55.78,1.7,V,62,0,0,4,13,13,6,N,1,3,3
74.32,1.65,M,18,0,0,2,5,3,0,N,1,1,2
65.28,1.6,M,62,0,3,2,0,7,0,N,2,2,3
60.12,1.68,M,34,0,5,3,2,5,0,N,3,4,4
69.44,1.73,V,23,0,5,4,7,7,3,N,0,0,0
61.61,1.85,V,33,80,7,1,0,3,0,N,0,1,0
52.02,1.7,V,56,0,20,0,17,7,0,N,1,3,3
67.68,1.75,M,59,0,7,1,0,0,0,N,0,0,0
58.32,1.8,V,60,30,0,0,3,0,0,S,1,1,1
65.76,1.68,M,69,0,0,0,4,0,0,N,1,3,2
49.6,1.66,V,44,210,7,3,0,5,4,N,1,3,2
87.41,1.77,V,69,0,0,7,0,1,0,N,2,2,3
66.44,1.73,V,46,0,4,0,0,1,0,N,2,3,3
63.31,1.67,M,35,0,11,5,0,2,0,N,1,1,2
92.02,1.8,V,37,0,0,0,8,4,0,N,0,2,2
51.64,1.64,M,40,0,8,3,2,0,0,N,3,4,4
52.92,1.58,M,37,0,0,0,18,10,3,N,3,4,4
60.6,1.56,M,25,0,0,3,9,0,0,N,1,1,3
77.7,1.77,V,33,0,2,0,17,7,0,N,1,2,2
75.41,1.65,M,61,0,0,0,20,19,0,N,1,2,3
66.43,1.65,M,26,0,0,2,0,0,0,N,2,2,3
73.07,1.72,V,31,0,0,4,1,2,0,S,3,3,3
57.83,1.64,M,44,0,6,0,0,2,0,N,2,3,3
65.88,1.65,M,59,0,7,0,10,11,0,N,1,1,0
68.13,1.71,V,33,0,4,0,4,3,0,N,1,4,4
53.25,1.72,M,50,110,0,4,11,0,0,N,1,1,0
82.06,1.78,V,47,0,0,1,4,2,0,N,2,3,2
78.73,1.8,V,35,0,1,0,13,3,0,N,1,3,2
57.03,1.61,M,47,0,5,4,0,0,0,S,3,4,3
56.39,1.77,V,34,0,24,1,17,11,1,N,0,3,3
44.94,1.58,M,48,60,0,5,0,4,0,N,2,2,1
58.97,1.81,V,44,0,11,5,0,4,6,N,1,3,3
56.39,1.77,M,44,20,0,0,4,1,0,N,0,0,0
47.82,1.63,M,26,0,10,1,0,0,0,N,2,4,4
71.43,1.77,V,50,0,0,0,0,0,0,N,3,4,2
55.66,1.66,M,20,10,0,3,27,13,0,N,2,4,3
74.72,1.75,V,58,0,0,0,13,3,0,N,1,2,1
49,1.65,M,72,0,14,2,0,0,0,N,2,3,4
53.87,1.73,V,54,110,22,2,5,10,0,N,1,3,2
58.17,1.58,M,27,0,0,3,4,0,0,N,3,4,3
61.62,1.57,M,50,0,7,7,0,3,0,N,0,1,1
57.03,1.78,V,36,170,0,4,0,0,0,N,0,1,2
53.25,1.72,V,29,170,1,0,9,0,1,N,0,2,0
53.09,1.59,M,31,0,11,1,0,2,0,N,1,3,4
52.02,1.7,V,36,0,21,1,0,1,0,N,1,0,0
49.6,1.66,M,52,30,15,5,10,14,0,S,1,1,2
50.2,1.67,M,30,30,0,2,14,8,0,N,2,3,2
52.99,1.6,M,45,0,1,0,11,11,4,N,1,2,0
69.35,1.63,M,30,0,0,1,0,0,0,N,0,0,1
73.24,1.65,M,18,0,0,5,0,3,0,N,2,4,3
81.16,1.75,V,37,0,1,0,18,13,0,N,2,2,3
52.63,1.71,M,18,0,11,0,0,4,1,S,1,3,3
72.51,1.67,M,25,0,0,0,0,0,0,N,0,2,3
53.87,1.73,V,78,50,5,3,0,0,0,N,2,4,4
78.83,1.69,V,41,0,0,1,18,7,0,N,0,0,1
65.27,1.78,V,55,0,6,1,0,0,0,N,3,4,2
71.53,1.73,M,18,0,4,1,0,1,0,N,2,3,2
54.5,1.74,V,62,60,0,3,16,5,0,N,1,3,3
55.76,1.76,V,35,80,0,4,11,4,0,N,2,1,0
66.49,1.59,M,29,0,0,0,11,8,0,N,2,3,4
83.33,1.78,V,35,0,0,0,4,5,0,N,2,2,2
64.82,1.62,M,41,0,6,0,5,0,0,N,1,0,0
55.74,1.75,V,42,0,13,2,8,0,0,N,3,4,4
48.41,1.64,M,23,260,0,4,0,6,3,N,1,3,3
105.41,1.85,V,25,0,0,0,17,21,0,N,0,1,1
46.66,1.61,M,57,160,16,0,21,6,9,N,0,0,1
55.12,1.75,M,32,120,0,1,0,0,0,N,0,1,0
82.02,1.79,V,18,0,0,1,22,17,3,N,0,1,0
62.44,1.63,M,56,0,0,0,0,4,0,N,1,3,3
51.41,1.69,M,40,0,8,0,12,0,10,N,2,4,4
57.67,1.79,M,33,110,1,0,0,0,0,N,1,2,1
48.41,1.64,M,66,110,9,0,12,6,0,N,1,2,3
65.76,1.68,M,58,0,5,5,10,0,0,N,1,1,0
68.34,1.72,V,61,0,0,0,4,1,0,N,2,4,3
78.41,1.8,V,37,0,0,0,1,0,0,N,2,3,3
45.51,1.59,M,46,20,0,0,6,0,0,N,1,4,4
49,1.65,M,51,10,5,3,0,5,0,N,1,2,2
64.8,1.61,M,23,0,1,0,0,2,0,N,2,3,4
64.56,1.62,M,34,0,5,0,10,7,0,N,0,1,0
53.87,1.73,M,37,70,0,0,0,3,3,N,1,3,2
76.52,1.82,V,52,0,8,0,0,8,0,N,2,2,1
52.84,1.59,M,18,0,9,0,7,1,0,N,0,1,0
64.85,1.77,V,63,0,1,1,9,0,1,N,1,3,2
69.97,1.65,M,33,0,0,2,10,7,0,N,0,2,2
51.41,1.69,M,67,50,0,1,8,7,1,N,1,1,0
76.03,1.72,V,54,0,0,3,0,0,0,N,0,1,1
53.87,1.73,V,37,0,18,0,13,8,0,N,2,3,4
62.41,1.58,M,41,0,5,7,0,0,0,S,1,1,1
60.94,1.84,V,39,90,10,0,13,5,0,N,3,3,3
43.25,1.55,M,50,0,6,0,0,5,3,N,0,2,3
60.56,1.79,V,39,0,16,2,0,9,0,N,0,1,1
66.73,1.77,V,56,0,13,2,21,11,0,N,1,3,3
87.45,1.78,V,74,0,0,5,9,7,0,N,1,2,3
67.65,1.83,V,62,0,15,7,0,0,0,N,2,2,3
76.68,1.78,V,24,0,0,1,0,0,0,N,0,2,1
58.66,1.73,V,18,0,17,3,0,6,0,N,0,1,2
58.32,1.8,V,39,70,0,4,4,5,0,N,0,0,0
62.26,1.69,M,33,0,7,6,0,0,0,N,3,4,4
46.66,1.61,M,21,10,16,2,28,8,0,N,0,2,1
56.39,1.77,V,39,70,0,4,0,0,0,N,1,2,0
68.06,1.65,V,19,0,2,0,17,11,1,N,1,2,2
67.46,1.68,M,18,0,0,0,10,0,0,N,1,1,1
42.69,1.54,M,43,50,15,0,13,1,0,N,1,3,4
77.69,1.83,V,44,0,0,2,0,1,0,S,2,4,3
55.12,1.75,V,34,90,0,1,0,0,0,N,2,3,4
49.6,1.66,M,28,40,0,2,8,3,0,N,0,2,2
58.32,1.8,V,57,10,8,1,0,0,1,N,1,1,0
83.87,1.81,V,33,0,5,7,16,5,0,N,1,2,1
58.97,1.81,V,59,0,12,0,4,3,0,N,2,4,4
87.8,1.8,V,73,0,0,0,12,9,0,N,0,0,0
77.63,1.78,V,65,0,1,0,9,7,0,N,1,1,1
72.21,1.82,V,85,0,0,3,0,0,1,N,2,4,4
46.08,1.6,M,18,20,3,4,0,4,0,S,0,1,0
60.11,1.7,M,36,0,3,5,10,0,0,N,4,4,4
87.04,1.76,V,30,0,4,4,23,14,0,N,0,0,1
49.6,1.66,M,23,30,6,4,22,12,0,N,1,4,4
80.26,1.81,V,22,0,4,4,14,11,0,N,2,4,4
72.97,1.74,V,63,0,1,0,9,5,0,N,0,1,0
70.51,1.65,M,18,0,2,0,0,0,0,N,0,0,1
68.89,1.66,V,46,0,1,3,5,0,0,N,1,2,3
55.95,1.57,M,33,0,6,0,23,15,0,N,1,2,2
79.7,1.8,V,28,0,0,0,19,1,0,N,0,2,4
50.8,1.68,M,51,0,22,2,0,0,0,N,1,2,1
70.13,1.75,V,51,0,0,0,0,3,0,S,3,3,4
51.04,1.67,V,36,0,0,0,2,1,4,N,2,3,3
82.13,1.68,M,44,0,0,0,2,9,0,N,1,0,0
62.53,1.8,V,47,0,7,0,10,7,3,N,1,2,3
60.05,1.63,M,37,0,0,2,27,0,0,N,2,3,2
53.87,1.73,V,18,100,7,3,11,6,0,N,2,2,0
97.52,1.8,V,49,0,0,6,3,12,0,N,1,2,1
74.72,1.75,V,44,0,0,0,12,6,0,N,1,3,4
46.48,1.56,M,49,0,0,0,16,0,3,N,2,4,3
58.97,1.81,V,69,20,13,0,0,0,0,N,1,2,4
69.39,1.64,M,58,0,0,3,0,7,0,N,2,4,3
53.25,1.72,M,27,70,12,0,2,3,0,N,2,2,1
54.5,1.74,M,58,60,1,1,27,11,0,N,1,2,3
74.13,1.61,M,58,0,0,0,1,0,0,N,0,0,0
51.41,1.69,M,52,20,0,1,7,5,0,N,1,3,3
60.06,1.72,V,47,0,12,3,0,6,0,N,1,4,4
52.63,1.71,M,27,70,0,3,11,6,0,N,1,2,4
52.63,1.71,V,57,50,6,0,2,0,0,N,1,2,1
47.82,1.63,M,36,150,0,1,16,14,4,N,1,0,0
53.25,1.72,V,28,50,11,2,9,0,0,N,1,2,0
53.87,1.73,V,51,90,13,0,0,4,0,N,1,0,0
67.07,1.75,V,21,0,0,0,11,3,3,N,1,1,2
50.94,1.6,M,44,0,10,0,0,2,0,N,1,3,2
67.22,1.76,V,34,0,11,1,2,1,0,N,0,0,1
76.33,1.72,V,46,0,0,4,15,6,0,N,0,2,0
78.37,1.71,V,35,0,0,3,6,2,0,N,1,2,2
62.42,1.78,V,41,0,14,0,13,7,NA,N,2,2,1
73.66,1.72,M,19,0,0,4,5,3,0,N,3,4,4
76.03,1.71,M,35,0,5,0,3,13,0,N,0,1,3
66.26,1.69,M,45,0,8,2,19,10,0,N,0,2,1
47.82,1.63,M,37,0,21,2,18,3,0,N,1,0,0
55.76,1.76,V,66,90,19,0,0,0,0,N,2,2,2
89.75,1.8,V,31,0,0,2,5,1,0,N,1,1,2
62.27,1.86,V,48,10,0,0,6,0,0,S,1,2,2
57.03,1.78,V,57,10,5,1,0,4,0,N,0,1,1
74.6,1.65,M,30,0,0,0,11,4,0,N,0,1,1
87.28,1.75,V,29,0,0,0,4,10,0,N,0,0,1
62.85,1.57,M,37,0,0,0,10,10,0,N,4,3,3
73.94,1.77,V,19,0,0,0,10,4,0,N,2,4,4
52.02,1.7,V,67,80,2,1,13,16,0,N,1,2,1
46.66,1.61,M,37,70,6,1,5,2,1,N,2,3,4
50.2,1.67,M,18,60,4,2,0,1,0,N,0,2,3
76.73,1.61,V,18,0,0,0,17,8,0,S,0,1,1
80.49,1.82,V,62,0,1,5,1,8,0,N,2,3,4
60.26,1.69,V,42,0,8,2,0,0,0,N,1,2,2
49,1.65,V,18,0,16,0,8,6,5,N,0,0,2
61.65,1.73,V,35,0,8,0,4,2,0,N,2,4,4
58.97,1.81,V,20,0,19,0,16,9,0,N,2,4,4
71.47,1.63,M,56,0,0,7,4,9,0,N,3,4,4
86.83,1.8,V,25,0,0,3,0,0,0,N,0,2,1
73.66,1.72,M,25,0,9,4,4,2,0,N,0,0,0
54.72,1.65,M,58,0,8,0,7,2,0,N,2,1,1
50.8,1.68,M,41,60,1,2,24,11,0,N,1,1,0
51.41,1.69,V,19,90,4,3,11,4,0,S,0,0,0
64.98,1.56,M,27,0,0,4,0,4,0,N,1,2,2
54.5,1.74,V,64,50,0,2,20,16,0,N,0,2,2
53.25,1.72,V,36,0,14,0,16,0,4,N,0,0,0
68.04,1.72,V,55,0,3,0,3,0,0,N,1,2,3
61.33,1.56,M,18,0,3,5,0,0,0,N,1,3,4
49,1.65,M,34,70,0,4,0,3,0,N,2,2,0
46.08,1.6,M,57,70,9,1,0,4,0,S,1,2,3
61.37,1.63,M,35,0,2,0,1,4,0,N,3,4,3
65.45,1.8,V,18,10,1,2,4,6,0,N,0,0,0
69.39,1.64,M,19,0,8,0,4,9,0,N,0,0,0
79.11,1.69,V,49,0,0,8,3,13,1,N,0,2,1
47.82,1.63,M,28,0,29,2,1,8,0,N,1,0,0
67.97,1.62,M,52,0,0,0,3,4,0,N,2,2,1
59.95,1.74,V,30,0,11,0,21,9,0,N,2,3,1
83.11,1.67,M,18,0,0,2,11,10,0,N,3,3,1
69.03,1.74,V,18,0,7,0,10,3,0,N,1,2,2
82.72,1.83,V,18,0,3,2,7,2,0,N,1,1,0
74.22,1.73,V,43,0,0,1,0,8,0,N,2,3,4
65.48,1.77,V,42,0,4,0,2,9,2,N,2,4,4
69.35,1.63,M,53,0,0,3,0,0,0,N,1,4,4
53.87,1.73,V,39,110,0,0,15,11,0,N,0,1,2
80.16,1.68,M,26,0,0,2,4,4,0,S,1,2,3
59.29,1.8,V,46,10,0,0,0,3,0,N,1,2,4
51.41,1.69,M,18,100,11,4,11,7,0,N,0,1,2
65.36,1.63,M,44,0,0,3,0,2,0,N,2,4,2
71.75,1.74,V,25,0,6,2,11,4,0,N,1,2,2
54.5,1.74,V,49,120,0,3,0,0,0,N,1,4,4
86.45,1.82,V,18,0,0,0,8,10,1,N,1,4,4
71.38,1.62,M,41,0,0,0,0,2,0,N,1,1,1
74.18,1.74,V,57,0,0,3,7,1,0,N,2,4,4
52.63,1.71,V,40,40,0,5,14,4,0,N,1,2,2
53.25,1.72,V,38,120,5,0,0,0,2,N,0,0,0
71.4,1.67,M,43,0,0,4,14,11,2,N,0,1,1
72.25,1.7,V,52,0,0,2,12,3,0,N,2,2,0
59.56,1.73,V,59,0,18,0,11,14,0,N,0,1,2
44.37,1.57,M,48,0,3,0,7,0,4,N,3,4,4
67.65,1.61,M,18,0,0,1,2,3,1,N,0,2,1
53.25,1.72,M,51,0,0,0,0,0,10,N,1,1,1
47.87,1.6,M,32,0,13,0,15,11,0,N,3,4,2
63.32,1.85,V,33,0,2,0,16,9,5,N,2,4,4
52.63,1.71,V,41,60,0,0,0,7,0,N,1,4,3
66.67,1.71,V,38,0,12,0,7,7,0,N,1,2,2
68.58,1.64,M,53,0,0,3,0,0,0,N,0,3,2
66.54,1.78,V,57,0,0,7,0,0,6,N,0,0,0
49.6,1.66,M,19,50,0,0,0,0,0,N,0,0,0
80.46,1.66,V,38,0,0,3,22,17,0,N,0,1,0
50.8,1.68,V,43,10,0,1,10,5,0,N,4,4,4
78.26,1.69,M,26,0,1,1,7,2,0,N,0,0,0
47.87,1.6,M,47,10,0,1,23,8,0,N,1,2,3
46.08,1.6,M,52,70,13,0,10,3,1,N,1,2,3
50.2,1.67,V,18,20,0,1,3,3,0,N,1,1,1
88.43,1.79,V,44,0,5,7,15,18,0,N,2,3,4
73.6,1.63,M,18,0,0,1,3,3,0,N,1,0,0
43.8,1.56,M,47,120,8,0,7,10,NA,N,1,1,0
49.6,1.66,M,44,50,0,2,0,0,NA,N,1,0,1
78.32,1.7,V,47,0,0,5,10,7,0,N,0,2,3
77.22,1.73,V,38,0,0,1,13,6,0,N,0,0,2
71.53,1.73,V,65,0,0,0,0,0,0,N,1,3,4
71.54,1.61,M,40,0,0,0,13,5,0,N,1,2,2
55.76,1.76,V,40,40,0,0,0,6,0,N,3,4,4
85.32,1.84,V,44,0,0,1,0,0,0,N,1,2,2
81.16,1.76,V,29,0,0,0,0,0,0,N,0,0,1
72.25,1.7,V,31,0,0,0,0,0,0,N,3,4,4
50.2,1.67,V,41,50,0,2,4,0,0,N,1,1,0
67.51,1.64,M,40,0,0,1,6,4,0,N,2,2,1
76.04,1.78,V,40,0,0,0,7,0,0,N,1,0,2
57.35,1.78,V,26,0,14,0,15,7,0,N,2,1,0
50.8,1.68,V,65,50,0,1,0,0,0,N,1,1,0
67.17,1.68,M,48,0,4,5,0,0,0,N,1,3,3
73.69,1.71,V,24,0,0,2,10,5,0,N,2,3,3
72.43,1.73,V,18,0,7,7,1,0,0,N,0,2,2
60.66,1.61,M,30,0,4,6,0,0,1,N,2,4,2
62.83,1.69,M,57,0,10,3,0,1,0,N,0,0,0
56.84,1.69,V,39,0,12,3,6,0,0,N,1,1,1
50.8,1.68,M,27,60,0,0,0,2,0,N,1,1,0
55.12,1.75,V,54,80,0,0,0,0,0,N,1,2,1
64.74,1.7,V,36,0,6,0,0,2,0,N,2,4,4
55.12,1.75,M,58,20,4,2,0,3,0,N,2,2,1
60.69,1.7,V,69,0,8,1,8,10,0,N,2,2,1
58.97,1.81,V,34,100,0,0,17,12,0,N,3,4,2
55.76,1.76,V,32,20,7,1,13,3,0,N,2,2,3
62.75,1.67,V,48,0,0,1,8,2,0,N,3,4,3
55.76,1.76,V,50,20,1,1,0,0,0,N,3,4,2
59.78,1.63,M,18,10,3,2,10,19,0,N,1,1,0
67.53,1.76,V,59,0,1,0,0,3,0,N,1,3,3
60.52,1.64,M,29,0,0,0,13,4,4,N,0,0,0
54.5,1.74,V,19,0,22,0,15,4,2,N,2,3,4
86.82,1.81,V,25,0,0,4,7,0,1,S,1,1,0
51.97,1.53,M,37,0,6,0,3,2,0,S,0,1,0
77.19,1.84,V,38,0,9,0,3,3,0,S,0,2,2
47.82,1.63,M,37,30,4,0,9,4,0,N,1,2,2
46.66,1.61,M,43,140,0,6,0,6,0,N,1,2,3
84.53,1.75,V,50,0,0,4,12,14,0,N,2,3,2
85.86,1.8,V,26,0,0,2,0,3,0,N,2,3,3
47.82,1.63,V,72,90,0,6,3,5,0,N,0,1,1
69.38,1.6,V,51,0,0,2,16,4,0,N,1,1,1
46.66,1.61,M,23,20,10,0,0,5,0,N,1,1,1
66.15,1.75,V,66,0,8,0,0,2,0,N,1,2,3
72.25,1.68,M,18,0,0,0,3,0,0,N,1,3,3
74.27,1.71,V,70,0,1,4,16,5,0,N,2,3,3
53.25,1.72,V,38,0,16,0,0,3,0,N,2,4,4
58.26,1.69,V,54,0,12,1,7,6,0,N,1,1,0
87.42,1.87,V,54,0,3,0,0,2,0,N,1,1,1
84.91,1.79,V,43,0,1,0,27,18,0,N,1,3,2
44.94,1.58,M,38,0,0,4,0,2,5,N,2,2,0
43.8,1.56,M,27,120,0,1,13,12,0,N,2,2,2
49,1.65,M,48,80,0,4,15,1,0,N,0,0,0
68.43,1.61,M,39,0,0,0,0,0,0,N,0,0,0
74.13,1.63,M,37,0,0,2,0,0,0,N,0,3,1
50.8,1.68,V,27,10,3,0,10,3,0,N,2,3,4
50.8,1.68,M,33,0,15,0,0,0,0,N,3,4,4
60.84,1.63,M,55,0,4,0,0,0,0,N,2,4,4
71.53,1.73,M,23,0,5,0,0,8,0,N,1,4,4
50.8,1.68,M,35,60,7,0,3,6,0,N,1,2,3
66.55,1.57,M,26,0,0,0,9,5,0,N,0,1,1
53.25,1.72,V,60,70,5,0,9,3,0,N,3,4,3
